OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y,standard_name,runway_length_m,runway_width_m,runway_capacity,continent_name,hub_priority_score,distance_from_ams_km,strategic_distance
20020,1668,CYBB,medium_airport,Kugaaruk Airport,68.534401,-89.808098,56.0,nan,CA,CA-NU,Kugaaruk,yes,CYBB,YBB,nan,nan,https://en.wikipedia.org/wiki/Kugaaruk_Airport,"YBB, Pelly Bay Townsite Airport",MANDATORY FREQ,122.1,5000.0,100.0,GVL,1.0,0.0,-9997391.7385,10607666.0096,Kugaaruk,1524.0,30.48,small,,4,4898.833198122135,intercontinental
20021,1669,CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,71.0,nan,CA,CA-QC,Baie-Comeau,yes,CYBC,YBC,YBC,nan,https://en.wikipedia.org/wiki/Baie-Comeau_Airport,nan,MONTREAL CNTR,134.65,6000.0,150.0,ASP,1.0,0.0,-7592478.9665,6297373.8501,Baie-Comeau,1828.8000000000002,45.72,small,,4,4932.504788288952,intercontinental
20022,1670,CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,117.0,nan,CA,CA-BC,Bella Coola,yes,CYBD,QBC,nan,nan,https://en.wikipedia.org/wiki/Bella_Coola_Airport,YBD,ATF,122.8,4200.0,100.0,ASP,0.0,0.0,-14092602.3678,6870496.1646,Bella Coola,1280.16,30.48,small,,4,7521.2980823955895,intercontinental
20023,1671,CYBE,medium_airport,Uranium City Airport,59.5614013671875,-108.481002807617,1044.0,nan,CA,CA-SK,Uranium City,yes,CYBE,YBE,nan,nan,https://en.wikipedia.org/wiki/Uranium_City_Airport,nan,ATF,123.2,,,UNK,0.0,0.0,-12076049.9933,8302729.4897,Uranium City,,,unknown,,3,6220.598294242425,intercontinental
20024,1672,CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836.0,nan,CA,CA-AB,Bonnyville,yes,CYBF,YBY,nan,http://town.bonnyville.ab.ca/livingin/airport/index.html,https://en.wikipedia.org/wiki/Bonnyville_Airport,YBF,ATF,123.2,4433.0,75.0,ASP,1.0,0.0,-12327966.0224,7227979.7487,Bonnyville,1351.1784,22.86,small,,4,6752.690177374863,intercontinental
20025,1673,CYBG,medium_airport,CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,522.0,nan,CA,CA-QC,La Baie,yes,CYBG,YBG,nan,nan,https://en.wikipedia.org/wiki/CFB_Bagotville,Bagotville Airport,TRML,127.2,10000.0,150.0,CON,1.0,0.0,-7902894.4798,6162251.2023,CFB Bagotville / Saguenay-Bagotville,3048.0,45.72,large,,6,5151.687522568836,intercontinental
20026,1674,CYBK,medium_airport,Baker Lake Airport,64.2988967896,-96.077796936,59.0,nan,CA,CA-NU,Baker Lake,yes,CYBK,YBK,nan,nan,https://en.wikipedia.org/wiki/Baker_Lake_Airport,nan,ARCTIC RDO,568.0,4200.0,100.0,GVL,1.0,0.0,-10695331.4315,9426074.8828,Baker Lake,1280.16,30.48,small,,4,5388.424848822506,intercontinental
20027,1675,CYBL,medium_airport,Campbell River Airport,49.950802,-125.271004,346.0,nan,CA,CA-BC,Campbell River,yes,CYBL,YBL,YBL,nan,https://en.wikipedia.org/wiki/Campbell_River_Airport,nan,COMOX TRML ARR/DEP,123.7,6499.0,150.0,ASP,1.0,0.0,-13945104.3764,6437759.9695,Campbell River,1980.8952000000002,45.72,small,,4,7710.619770453486,intercontinental
20028,1678,CYBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,1343.0,nan,CA,CA-MB,Brandon,yes,CYBR,YBR,nan,nan,https://en.wikipedia.org/wiki/Brandon_Airport,nan,MF,122.1,2795.0,100.0,ASP,0.0,1.0,-11126594.2779,6430703.9908,Brandon Municipal,851.916,30.48,small,,4,6634.5005284049175,intercontinental
20030,1683,CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,121.0,nan,CA,CA-QC,Blanc-Sablon,yes,CYBX,YBX,nan,nan,https://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport,nan,QUEBEC RDO,122.0,4500.0,150.0,ASP,1.0,0.0,-6365838.3655,6700139.74,Lourdes-de-Blanc-Sablon,1371.6000000000001,45.72,small,,4,4126.846784894285,intercontinental
20031,1685,CYCB,medium_airport,Cambridge Bay Airport,69.1081008911,-105.138000488,90.0,nan,CA,CA-NU,Cambridge Bay,yes,CYCB,YCB,nan,nan,https://en.wikipedia.org/wiki/Cambridge_Bay_Airport,nan,ARTIC RDO,126.7,5000.0,150.0,GVL,1.0,0.0,-11703908.6773,10784448.6238,Cambridge Bay,1524.0,45.72,small,,4,5370.497399492947,intercontinental
20033,1687,CYCD,medium_airport,Nanaimo Airport,49.05497,-123.869863,92.0,nan,CA,CA-BC,Nanaimo,yes,CYCD,YCD,nan,https://www.nanaimoairport.com/,https://en.wikipedia.org/wiki/Nanaimo_Airport,nan,VICTORIA TRML,133.95,6602.0,150.0,ASP,1.0,0.0,-13789130.0738,6284193.8052,Nanaimo,2012.2896,45.72,medium,,5,7745.793216323759,intercontinental
20035,1689,CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.2963981628,-117.632003784,1624.0,nan,CA,CA-BC,Castlegar,yes,CYCG,YCG,nan,nan,https://en.wikipedia.org/wiki/Castlegar_Airport,nan,ATF,122.1,5300.0,150.0,ASP,1.0,0.0,-13094734.7622,6325304.4287,Castlegar/West Kootenay Regional,1615.44,45.72,small,,4,7481.348492502308,intercontinental
20036,1690,CYCH,medium_airport,Miramichi Airport,47.007801,-65.449203,108.0,nan,CA,CA-NB,Miramichi,yes,CYCH,YCH,nan,nan,https://en.wikipedia.org/wiki/Miramichi_Airport,"CFB Chatham, RCAF Station Chatham",MONCTON CNTR,123.7,5200.0,150.0,ASP,0.0,1.0,-7285771.9508,5943347.4872,Miramichi,1584.96,45.72,small,,4,4893.361667837698,intercontinental
20038,1691,CYCL,medium_airport,Charlo Airport,47.990799,-66.330299,132.0,nan,CA,CA-NB,Charlo,yes,CYCL,YCL,nan,nan,https://en.wikipedia.org/wiki/Charlo_Airport,nan,MF,122.2,6000.0,150.0,ASP,1.0,0.0,-7383855.1088,6105324.2528,Charlo,1828.8000000000002,45.72,small,,4,4887.413593967073,intercontinental
20040,1693,CYCO,medium_airport,Kugluktuk Airport,67.816704,-115.143997,74.0,nan,CA,CA-NU,Kugluktuk,yes,CYCO,YCO,nan,nan,https://en.wikipedia.org/wiki/Kugluktuk_Airport,Copper Mine Airport,MANDATORY FREQ,122.1,5500.0,100.0,GVL,1.0,0.0,-12817771.1139,10392742.8141,Kugluktuk,1676.4,30.48,small,,4,5764.125706266649,intercontinental
20045,1701,CYCY,medium_airport,Clyde River Airport,70.4860992432,-68.5167007446,87.0,nan,CA,CA-NU,Clyde River,yes,CYCY,YCY,nan,nan,https://en.wikipedia.org/wiki/Clyde_River_Airport,nan,MANDATORY FREQ,122.1,3500.0,100.0,GVL,1.0,0.0,-7627244.2378,11228804.5769,Clyde River,1066.8,30.48,small,,4,4050.0739127606134,intercontinental
20047,1703,CYDA,medium_airport,Dawson City Airport,64.043098449707,-139.128005981445,1215.0,nan,CA,CA-YT,Dawson City,yes,CYDA,YDA,nan,nan,https://en.wikipedia.org/wiki/Dawson_City_Airport,nan,MANDATORY FREQ,122.1,5000.0,100.0,CON,1.0,0.0,-15487658.7809,9360716.9968,Dawson City,1524.0,30.48,small,,4,6702.878146426675,intercontinental
20050,1706,CYDF,medium_airport,Deer Lake Airport,49.2108001708984,-57.3913993835449,72.0,nan,CA,CA-NL,Deer Lake,yes,CYDF,YDF,nan,nan,https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland),nan,GANDER CNTR,134.6,8005.0,150.0,ASP,1.0,0.0,-6388781.3553,6310705.7607,Deer Lake,2439.924,45.72,medium,,5,4256.026472347506,intercontinental
20052,1710,CYDN,medium_airport,Dauphin Barker Airport,51.1007995605469,-100.052001953125,999.0,nan,CA,CA-MB,Dauphin,yes,CYDN,YDN,nan,nan,https://en.wikipedia.org/wiki/Dauphin_(Lt._Col_W.G._(Billy)_Barker_VC_Airport),nan,MF WINNIPEG RDO,122.3,2000.0,60.0,GVL,0.0,0.0,-11137737.9103,6639143.4038,Dauphin Barker,609.6,18.288,small,,4,6543.088255941794,intercontinental
20054,1713,CYDQ,medium_airport,Dawson Creek Airport,55.7422981262207,-120.182998657227,2148.0,nan,CA,CA-BC,Dawson Creek,yes,CYDQ,YDQ,nan,nan,https://en.wikipedia.org/wiki/Dawson_Creek_Airport,nan,MF PEACE RIVER RDO,122.2,5000.0,150.0,ASP,1.0,0.0,-13378710.2125,7507284.6165,Dawson Creek,1524.0,45.72,small,,4,6983.885912042722,intercontinental
20056,1717,CYEG,large_airport,Edmonton International Airport,53.3097,-113.580002,2373.0,nan,CA,CA-AB,Edmonton,yes,CYEG,YEG,CYEG,http://www.edmontonairports.com/,https://en.wikipedia.org/wiki/Edmonton_International_Airport,nan,TWR VFR ADVSY SVC,118.3,11000.0,200.0,ASP,1.0,0.0,-12643667.9869,7040490.7657,Edmonton,3352.8,60.96,large,,7,6954.682175186523,intercontinental
20057,1718,CYEK,medium_airport,Arviat Airport,61.0942001343,-94.0708007812,32.0,nan,CA,CA-NU,Arviat,yes,CYEK,YEK,nan,nan,https://en.wikipedia.org/wiki/Arviat_Airport,nan,AWOS,128.7,4000.0,100.0,GVL,1.0,0.0,-10471913.6415,8647485.101,Arviat,1219.2,30.48,small,,4,5522.644958738364,intercontinental
20064,1726,CYEV,medium_airport,Inuvik Mike Zubko Airport,68.3041992188,-133.483001709,224.0,nan,CA,CA-NT,Inuvik,yes,CYEV,YEV,nan,nan,https://en.wikipedia.org/wiki/Inuvik_(Mike_Zubko)_Airport,nan,Lighted hrs,128.5,6000.0,150.0,ASP,1.0,0.0,-14859259.7798,10537993.9248,Inuvik Mike Zubko,1828.8000000000002,45.72,small,,4,6166.098984214715,intercontinental
20066,1729,CYFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,110.0,nan,CA,CA-NU,Iqaluit,yes,CYFB,YFB,nan,nan,https://en.wikipedia.org/wiki/Iqaluit_Airport,Frobisher Bay Air Base,nan,122.925,8605.0,200.0,ASP,1.0,0.0,-7631596.8582,9288173.0367,Iqaluit,2622.804,60.96,medium,,5,4234.02686067531,intercontinental
20067,1730,CYFC,medium_airport,Fredericton Airport,45.8689002990723,-66.5372009277344,68.0,nan,CA,CA-NB,Fredericton,yes,CYFC,YFC,nan,nan,https://en.wikipedia.org/wiki/Greater_Fredericton_Airport,nan,MF,119.0,8005.0,200.0,ASP,1.0,0.0,-7406887.3261,5759365.2331,Fredericton,2439.924,60.96,medium,,5,5034.084917093486,intercontinental
20070,1734,CYFJ,medium_airport,Mont-Tremblant International Airport,46.409401,-74.779999,827.0,nan,CA,CA-QC,La Macaza,yes,CYFJ,YTM,nan,http://www.mtia.ca/,https://en.wikipedia.org/wiki/Rivi%C3%A8re_Rouge/Mont-Tremblant_International_Inc_Airport,"YFJ, CYTM",ATF/UNICOM,122.7,5587.0,100.0,ASP,1.0,0.0,-8324471.4102,5846200.5063,Mont-Tremblant,1702.9176,30.48,small,,4,5508.027606235926,intercontinental
20071,1735,CYFO,medium_airport,Flin Flon Airport,54.6781005859375,-101.681999206543,997.0,nan,CA,CA-MB,Flin Flon,yes,CYFO,YFO,nan,nan,https://en.wikipedia.org/wiki/Flin_Flon_Airport,nan,WINNIPEG RDO MF,122.0,5000.0,150.0,ASP,1.0,0.0,-11319188.3746,7299640.9769,Flin Flon,1524.0,45.72,small,,4,6332.425138103123,intercontinental
20073,1737,CYFS,medium_airport,Fort Simpson Airport,61.7602005004883,-121.236999511719,555.0,nan,CA,CA-NT,Fort Simpson,yes,CYFS,YFS,nan,nan,https://en.wikipedia.org/wiki/Fort_Simpson_Airport,nan,EDMONTON CNTR,135.4,6000.0,150.0,ASP,1.0,0.0,-13496041.051,8802504.817,Fort Simpson,1828.8000000000002,45.72,small,,4,6469.030246964913,intercontinental
20074,1739,CYGB,medium_airport,Texada Gillies Bay Airport,49.6941986083984,-124.517997741699,326.0,nan,CA,CA-BC,Texada,yes,CYGB,YGB,nan,nan,https://en.wikipedia.org/wiki/Texada/Gillies_Bay_Airport,nan,ATF,122.7,3000.0,75.0,ASP,0.0,0.0,-13861280.1032,6393483.8954,Texada Gillies Bay,914.4000000000001,22.86,small,,4,7708.222881084356,intercontinental
20077,1742,CYGH,medium_airport,Fort Good Hope Airport,66.2407989501953,-128.651000976563,268.0,nan,CA,CA-NT,Fort Good Hope,yes,CYGH,YGH,nan,nan,https://en.wikipedia.org/wiki/Fort_Good_Hope_Airport,nan,MANDATORY FREQ,122.1,3000.0,98.0,GVL,1.0,0.0,-14321363.9188,9943063.2244,Fort Good Hope,914.4000000000001,29.8704,small,,4,6256.6695282517285,intercontinental
20079,1744,CYGL,medium_airport,La Grande Rivière Airport,53.625301361084,-77.7042007446289,639.0,nan,CA,CA-QC,La Grande Rivière,yes,CYGL,YGL,nan,nan,https://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport,nan,MF,122.3,6500.0,150.0,ASP,1.0,0.0,-8649992.0594,7099509.8298,La Grande Rivière,1981.2,45.72,small,,4,5206.72696397145,intercontinental
20081,1747,CYGP,medium_airport,Michel-Pouliot Gaspé Airport,48.774915,-64.481893,112.0,nan,CA,CA-QC,Gaspé,yes,CYGP,YGP,nan,nan,https://en.wikipedia.org/wiki/Gasp%C3%A9_Airport,nan,QUEBEC RDO,122.3,5488.0,150.0,ASP,1.0,0.0,-7178091.4941,6236755.121,Michel-Pouliot Gaspé,1672.7424,45.72,small,,4,4725.449382732002,intercontinental
20083,1749,CYGR,medium_airport,Îles-de-la-Madeleine Airport,47.425242,-61.778612,35.0,nan,CA,CA-QC,Les Îles-de-la-Madeleine,yes,CYGR,YGR,nan,nan,https://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport,nan,MONCTON CNTR,134.35,4500.0,150.0,ASP,1.0,0.0,-6877163.6298,6011762.7261,Îles-de-la-Madeleine,1371.6000000000001,45.72,small,,4,4636.259744453974,intercontinental
20086,1757,CYHD,medium_airport,Dryden Regional Airport,49.831699,-92.744202,1354.0,nan,CA,CA-ON,Dryden,yes,CYHD,YHD,nan,nan,https://en.wikipedia.org/wiki/Dryden_Regional_Airport,nan,MIN NATL RESOURCES,122.9,2000.0,75.0,SAN,0.0,1.0,-10324237.3407,6417179.9286,Dryden Regional,609.6,22.86,small,,4,6276.315310085955,intercontinental
20089,1761,CYHI,medium_airport,Ulukhaktok Holman Airport,70.7628021240234,-117.805999755859,117.0,nan,CA,CA-NT,Ulukhaktok,yes,CYHI,YHI,nan,nan,https://en.wikipedia.org/wiki/Ulukhaktok/Holman_Airport,nan,MANDATORY FREQ,122.1,4300.0,100.0,GVL,1.0,0.0,-13114103.9052,11321652.0241,Ulukhaktok Holman,1310.64,30.48,small,,4,5591.098368208787,intercontinental
20090,1762,CYHK,medium_airport,Gjoa Haven Airport,68.635597229,-95.8497009277,152.0,nan,CA,CA-NU,Gjoa Haven,yes,CYHK,YHK,nan,nan,https://en.wikipedia.org/wiki/Gjoa_Haven_Airport,nan,MANDATORY FREQ,122.1,4400.0,100.0,GVL,1.0,0.0,-10669939.9,10638519.1994,Gjoa Haven,1341.1200000000001,30.48,small,,4,5102.901518137226,intercontinental
20091,1763,CYHM,medium_airport,John C. Munro Hamilton International Airport,43.1735992432,-79.9349975586,780.0,nan,CA,CA-ON,Hamilton,yes,CYHM,YHM,nan,http://www.flyhi.ca/,https://en.wikipedia.org/wiki/Hamilton/John_C._Munro_International_Airport,Mount Hope Airport,TORONTO TRML,119.7,6010.0,150.0,ASP,1.0,0.0,-8898323.2248,5338432.8616,John C. Munro Hamilton,1831.8480000000002,45.72,small,,4,6050.649664974334,intercontinental
20093,1766,CYHR,medium_airport,Chevery Airport,50.4688987731934,-59.6366996765137,39.0,nan,CA,CA-QC,Chevery,yes,CYHR,YHR,nan,nan,https://en.wikipedia.org/wiki/Chevery_Airport,nan,ATF,123.5,4500.0,150.0,ASP,1.0,0.0,-6638727.0406,6527880.3604,Chevery,1371.6000000000001,45.72,small,,4,4329.220459772932,intercontinental
20095,1768,CYHU,medium_airport,Montréal / Saint-Hubert Airport,45.5175018311,-73.4169006348,90.0,nan,CA,CA-QC,Montréal,yes,CYHU,YHU,nan,http://www.dashl.ca/,https://en.wikipedia.org/wiki/Montr%C3%A9al/St-Hubert_Airport,nan,MF,118.4,7840.0,150.0,ASP,1.0,0.0,-8172731.9943,5703362.8324,Montréal / Saint-Hubert,2389.632,45.72,medium,,5,5485.839201596023,intercontinental
20096,1769,CYHY,medium_airport,Hay River / Merlyn Carter Airport,60.8396987915,-115.782997131,541.0,nan,CA,CA-NT,Hay River,yes,CYHY,YHY,nan,nan,https://en.wikipedia.org/wiki/Hay_River_Airport,nan,YELLOWKNIFE RDO,126.7,4001.0,150.0,COM,1.0,0.0,-12888904.2831,8589108.1922,Hay River / Merlyn Carter,1219.5048000000002,45.72,small,,4,6375.278250132787,intercontinental
20097,1770,CYHZ,large_airport,Halifax / Stanfield International Airport,44.8807983398,-63.5085983276,477.0,nan,CA,CA-NS,Halifax,yes,CYHZ,YHZ,nan,http://www.hiaa.ca/,https://en.wikipedia.org/wiki/Halifax_International_Airport,Robert L. Stanfield International Airport,TRML,118.7,10500.0,200.0,ASP,1.0,0.0,-7069744.8269,5602775.1047,Halifax / Stanfield,3200.4,60.96,large,,7,4904.8187642732155,intercontinental
20101,1774,CYIK,medium_airport,Ivujivik Airport,62.4173011779785,-77.9253005981445,126.0,nan,CA,CA-QC,Ivujivik,yes,CYIK,YIK,nan,nan,https://en.wikipedia.org/wiki/Ivujivik_Airport,nan,ARPT RDO,122.1,3521.0,100.0,GVL,1.0,0.0,-8674604.7825,8958776.666,Ivujivik,1073.2008,30.48,small,,4,4726.2748972519885,intercontinental
20102,1775,CYIO,medium_airport,Pond Inlet Airport,72.6832962036,-77.9666976929,181.0,nan,CA,CA-NU,Pond Inlet,yes,CYIO,YIO,nan,nan,https://en.wikipedia.org/wiki/Pond_Inlet_Airport,nan,AWOS,128.3,4000.0,100.0,GVL,1.0,0.0,-8679213.086,12003970.5659,Pond Inlet,1219.2,30.48,small,,4,4321.812914628528,intercontinental
20105,1783,CYJT,medium_airport,Stephenville Airport,48.5442008972168,-58.5499992370605,84.0,nan,CA,CA-NL,Stephenville,yes,CYJT,YJT,nan,nan,https://en.wikipedia.org/wiki/Stephenville_Airport,nan,GANDER CNTR,132.3,3900.0,150.0,PEM,0.0,0.0,-6517756.101,6197872.7548,Stephenville,1188.72,45.72,small,,4,4366.380427630927,intercontinental
20106,1784,CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,1133.0,nan,CA,CA-BC,Kamloops,yes,CYKA,YKA,nan,nan,https://en.wikipedia.org/wiki/Kamloops_Airport,Fulton,Light hrs,121.9,2074.0,50.0,ASP,0.0,0.0,-13408281.3829,6568931.7405,Kamloops John Moose Fulton Field Regional,632.1552,15.24,small,,4,7461.27854417305,intercontinental
20107,1786,CYKD,medium_airport,Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,23.0,nan,CA,CA-NT,Aklavik,yes,CYKD,LAK,nan,nan,https://en.wikipedia.org/wiki/Aklavik_Airport,YKD,ATF,122.1,3000.0,75.0,GRVL,0.0,0.0,-15028798.0608,10513675.3626,Aklavik/Freddie Carmichael,914.4000000000001,22.86,small,,4,6204.318290037268,intercontinental
20108,1787,CYKF,medium_airport,Waterloo Airport,43.4608001709,-80.3786010742,1055.0,nan,CA,CA-ON,Kitchener,yes,CYKF,YKF,nan,http://www.waterlooairport.ca/,https://en.wikipedia.org/wiki/Region_of_Waterloo_International_Airport,"Kitchener, Cambridge, YFK",Toronto Terminal,128.275,7002.0,150.0,ASP,1.0,0.0,-8947704.9422,5382375.4273,Waterloo,2134.2096,45.72,medium,,5,6056.282721538245,intercontinental
20109,1790,CYKL,medium_airport,Schefferville Airport,54.8053016662598,-66.8052978515625,1709.0,nan,CA,CA-QC,Schefferville,yes,CYKL,YKL,nan,nan,https://en.wikipedia.org/wiki/Schefferville_Airport,nan,MF,122.2,5000.0,150.0,ASP,1.0,0.0,-7436731.7392,7324170.4592,Schefferville,1524.0,45.72,small,,4,4530.647738787994,intercontinental
20111,1791,CYKO,medium_airport,Akulivik Airport,60.8185997009277,-78.1485977172852,75.0,nan,CA,CA-QC,Akulivik,yes,CYKO,AKV,nan,nan,https://en.wikipedia.org/wiki/Akulivik_Airport,YKO,MF/CTAF,122.1,3510.0,100.0,GVL,1.0,0.0,-8699462.1041,8584289.4286,Akulivik,1069.848,30.48,small,,4,4817.819335325007,intercontinental
20119,1803,CYLL,medium_airport,Lloydminster Airport,53.3092002868652,-110.072998046875,2193.0,nan,CA,CA-AB,Lloydminster,yes,CYLL,YLL,nan,nan,https://en.wikipedia.org/wiki/Lloydminster_Airport,nan,MF LLOYDMINSTER RDO,122.2,5577.0,150.0,ASP,1.0,0.0,-12253270.0927,7040397.6637,Lloydminster,1699.8696,45.72,small,,4,6810.6996238205575,intercontinental
20124,1808,CYLW,medium_airport,Kelowna International Airport,49.9561,-119.377998,1421.0,nan,CA,CA-BC,Kelowna,yes,CYLW,YLW,nan,http://www.kelowna.ca/CM/Page68.aspx,https://en.wikipedia.org/wiki/Kelowna_International_Airport,"Kelowna, Okanagan",PACIFIC RDO,126.7,8900.0,200.0,ASP,1.0,0.0,-13289097.9493,6438676.6026,Kelowna,2712.7200000000003,60.96,medium,,5,7489.672103938706,intercontinental
20130,1815,CYMM,medium_airport,Fort McMurray Airport,56.653301239,-111.222000122,1211.0,nan,CA,CA-AB,Fort McMurray,yes,CYMM,YMM,nan,nan,https://en.wikipedia.org/wiki/Fort_McMurray_Airport,nan,ATIS,128.5,7503.0,150.0,ASP,1.0,0.0,-12381176.4186,7689584.131,Fort McMurray,2286.9144,45.72,medium,,5,6570.013744841503,intercontinental
20131,1816,CYMO,medium_airport,Moosonee Airport,51.2910995483398,-80.6078033447266,30.0,nan,CA,CA-ON,Moosonee,yes,CYMO,YMO,nan,nan,https://en.wikipedia.org/wiki/Moosonee_Airport,nan,MF,122.5,4000.0,100.0,ASP,1.0,0.0,-8973219.6223,6672948.2973,Moosonee,1219.2,30.48,small,,4,5517.4373992174815,intercontinental
20132,1817,CYMT,medium_airport,Chapais Airport,49.771900177002,-74.5280990600586,1270.0,nan,CA,CA-QC,Chibougamau,yes,CYMT,YMT,nan,nan,https://en.wikipedia.org/wiki/Chibougamau/Chapais_Airport,nan,MONTREAL CNTR,127.3,6496.0,150.0,ASP,1.0,0.0,-8296430.0371,6406866.2811,Chapais,1979.9808,45.72,small,,4,5269.955920446521,intercontinental
20136,1822,CYNA,medium_airport,Natashquan Airport,50.189998626709,-61.7891998291016,39.0,nan,CA,CA-QC,Natashquan,yes,CYNA,YNA,nan,nan,https://en.wikipedia.org/wiki/Natashquan_Airport,nan,AWOS,126.25,4494.0,100.0,ASP,1.0,0.0,-6878342.2615,6479245.5074,Natashquan,1369.7712000000001,30.48,small,,4,4477.676839161462,intercontinental
20137,1824,CYND,medium_airport,Ottawa / Gatineau Airport,45.521702,-75.563599,211.0,nan,CA,CA-QC,Gatineau,yes,CYND,YND,CYND,http://www.ego-airport.ca/english/propos_ego/,https://en.wikipedia.org/wiki/Ottawa-Gatineau_Airport,YND,Ottawa Arrivals,128.175,6000.0,150.0,ASP,1.0,0.0,-8411701.3632,5704030.142,Ottawa / Gatineau,1828.8000000000002,45.72,small,,4,5616.723666149338,intercontinental
20142,1833,CYOC,medium_airport,Old Crow Airport,67.5706024169922,-139.839004516602,824.0,nan,CA,CA-YT,Old Crow,yes,CYOC,YOC,nan,nan,https://en.wikipedia.org/wiki/Old_Crow_Airport,nan,MANDATORY FREQ,122.1,4900.0,100.0,GVL,1.0,0.0,-15566806.7759,10320563.7857,Old Crow,1493.52,30.48,small,,4,6359.66487146342,intercontinental
20144,1836,CYOJ,medium_airport,High Level Airport,58.6213989257813,-117.165000915527,1110.0,nan,CA,CA-AB,High Level,yes,CYOJ,YOJ,nan,nan,https://en.wikipedia.org/wiki/High_Level_Airport,nan,MF HIGH LEVEL RDO,123.25,5000.0,150.0,ASP,1.0,0.0,-13042748.2408,8099002.7621,High Level,1524.0,45.72,small,,4,6617.738421913302,intercontinental
20146,1838,CYOP,medium_airport,Rainbow Lake Airport,58.4914016723633,-119.407997131348,1759.0,nan,CA,CA-AB,Rainbow Lake,yes,CYOP,YOP,nan,nan,https://en.wikipedia.org/wiki/Rainbow_Lake_Airport,nan,ATF/UNICOM,122.8,4539.0,100.0,ASP,1.0,0.0,-13292437.4373,8071261.9431,Rainbow Lake,1383.4872,30.48,small,,4,6706.233067099323,intercontinental
20148,1840,CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,374.0,nan,CA,CA-ON,Ottawa,yes,CYOW,YOW,YOW,https://yow.ca/,https://en.wikipedia.org/wiki/Ottawa_Macdonald%E2%80%93Cartier_International_Airport,"Uplands, UUP, CUUP",Ottawa Arrivals,135.15,3300.0,75.0,ASP,0.0,0.0,-8423456.4788,5672435.8897,Ottawa Macdonald-Cartier,1005.84,22.86,small,,5,5637.025989557017,intercontinental
20149,1842,CYPA,medium_airport,Prince Albert Glass Field,53.2141990662,-105.672996521,1405.0,nan,CA,CA-SK,Prince Albert,yes,CYPA,YPA,nan,nan,https://en.wikipedia.org/wiki/Prince_Albert_(Glass_Field)_Airport,nan,Winnipag Control,133.9,5000.0,150.0,ASP,1.0,0.0,-11763464.1633,7022717.6518,Prince Albert Glass Field,1524.0,45.72,small,,4,6629.370224992078,intercontinental
20150,1843,CYPC,medium_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,69.3608381154,-124.075469971,15.0,nan,CA,CA-NT,Paulatuk,yes,CYPC,YPC,nan,nan,https://en.wikipedia.org/wiki/Paulatuk_Airport,nan,MANDATORY FREQ,122.1,4000.0,100.0,GVL,1.0,0.0,-13812018.1371,10863803.7375,Paulatuk (Nora Aliqatchialuk Ruben),1219.2,30.48,small,,4,5862.024408056084,intercontinental
20152,1845,CYPE,medium_airport,Peace River Airport,56.226898,-117.446999,1873.0,nan,CA,CA-AB,Peace River,yes,CYPE,YPE,nan,nan,https://en.wikipedia.org/wiki/Peace_River_Airport,nan,MF,122.3,5000.0,150.0,ASP,1.0,0.0,-13074140.1239,7603717.8666,Peace River,1524.0,45.72,small,,4,6842.043675261564,intercontinental
