flight_number,flight_date,flight_id,airline_code,airline_name,status,origin,destination,leg_status,departure_airport_code,departure_airport_name,departure_city,departure_country,departure_latitude,departure_longitude,scheduled_departure_time,latest_departure_time,arrival_airport_code,arrival_airport_name,arrival_city,arrival_country,arrival_latitude,arrival_longitude,scheduled_arrival_time,latest_arrival_time,estimated_arrival_time,aircraft_type,aircraft_code,scheduled_duration
1293,2025-05-18,20250518+DL+1293,DL,DELTA AIR LINES INC.,ON_TIME,SNA,SEA,ARRIVED,SNA,JOHN WAYNE AIRPORT,SANTA ANA,UNITED STATES,33.6756,-117.8669,2025-05-18T07:45:00.000-07:00,2025-05-18T07:45:00.000-07:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T10:45:00.000-07:00,2025-05-18T10:45:00.000-07:00,2025-05-18T10:45:00.000-07:00,AIRBUS A220-100 PASSENGER,221,PT3H
1046,2025-05-18,20250518+DL+1046,DL,DELTA AIR LINES INC.,ON_TIME,MSP,FLL,CANCELLED,PDX,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,UNITED STATES,45.5892,-122.595,2025-05-18T18:59:00.000-07:00,2025-05-18T18:59:00.000-07:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T21:24:00.000-07:00,2025-05-18T21:24:00.000-07:00,2025-05-18T21:24:00.000-07:00,AIRBUS A320,320,PT2H25M
1046,2025-05-18,20250518+DL+1046,DL,DELTA AIR LINES INC.,ON_TIME,MSP,FLL,CANCELLED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T15:22:00.000-07:00,2025-05-18T15:22:00.000-07:00,PDX,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,UNITED STATES,45.5892,-122.595,2025-05-18T17:55:00.000-07:00,2025-05-18T17:55:00.000-07:00,2025-05-18T17:55:00.000-07:00,AIRBUS A320,320,PT2H33M
1046,2025-05-18,20250518+DL+1046,DL,DELTA AIR LINES INC.,ON_TIME,MSP,FLL,ARRIVED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T10:00:00.000-05:00,2025-05-18T10:00:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T13:31:00.000-04:00,2025-05-18T13:31:00.000-04:00,2025-05-18T13:31:00.000-04:00,BOEING 737-900 PASSENGER,739,PT2H31M
1046,2025-05-18,20250518+DL+1046,DL,DELTA AIR LINES INC.,ON_TIME,MSP,FLL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T18:50:00.000-04:00,2025-05-18T18:50:00.000-04:00,FLL,FORT LAUDERDALE INTERNATIONAL AIRPORT,FORT LAUDERDALE,UNITED STATES,26.0742,-80.1517,2025-05-18T20:43:00.000-04:00,2025-05-18T20:43:00.000-04:00,2025-05-18T20:43:00.000-04:00,BOEING 757 PASSENGER,757,PT1H53M
2606,2025-05-18,20250518+DL+2606,DL,DELTA AIR LINES INC.,ON_TIME,LAX,SEA,CANCELLED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T15:25:00.000-07:00,2025-05-18T15:25:00.000-07:00,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T16:41:00.000-07:00,2025-05-18T16:41:00.000-07:00,2025-05-18T16:41:00.000-07:00,AIRBUS A320,320,PT1H16M
2606,2025-05-18,20250518+DL+2606,DL,DELTA AIR LINES INC.,ON_TIME,LAX,SEA,CANCELLED,EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6958,-74.1717,2025-05-18T15:00:00.000-04:00,2025-05-18T15:00:00.000-04:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T17:05:00.000-05:00,2025-05-18T17:05:00.000-05:00,2025-05-18T17:05:00.000-05:00,BOEING 717-200,717,PT3H5M
2606,2025-05-18,20250518+DL+2606,DL,DELTA AIR LINES INC.,ON_TIME,LAX,SEA,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T10:25:00.000-05:00,2025-05-18T10:25:00.000-05:00,EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6958,-74.1717,2025-05-18T14:00:00.000-04:00,2025-05-18T14:00:00.000-04:00,2025-05-18T14:00:00.000-04:00,BOEING 717-200,717,PT2H35M
2606,2025-05-18,20250518+DL+2606,DL,DELTA AIR LINES INC.,ON_TIME,LAX,SEA,CANCELLED,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T17:45:00.000-07:00,2025-05-18T17:45:00.000-07:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T19:19:00.000-07:00,2025-05-18T19:19:00.000-07:00,2025-05-18T19:19:00.000-07:00,AIRBUS A320,320,PT1H34M
2606,2025-05-18,20250518+DL+2606,DL,DELTA AIR LINES INC.,ON_TIME,LAX,SEA,ARRIVED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T14:05:00.000-07:00,2025-05-18T14:05:00.000-07:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T16:59:00.000-07:00,2025-05-18T16:59:00.000-07:00,2025-05-18T16:59:00.000-07:00,BOEING 737-900 PASSENGER,739,PT2H54M
2035,2025-05-18,20250518+DL+2035,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T11:42:00.000-04:00,2025-05-18T11:42:00.000-04:00,CLE,HOPKINS INTERNATIONAL AIRPORT,CLEVELAND,UNITED STATES,41.4119,-81.8481,2025-05-18T13:26:00.000-04:00,2025-05-18T13:26:00.000-04:00,2025-05-18T13:26:00.000-04:00,AIRBUS A321,321,PT1H44M
2035,2025-05-18,20250518+DL+2035,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,CLE,HOPKINS INTERNATIONAL AIRPORT,CLEVELAND,UNITED STATES,41.4119,-81.8481,2025-05-18T14:35:00.000-04:00,2025-05-18T14:35:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T16:25:00.000-04:00,2025-05-18T16:25:00.000-04:00,2025-05-18T16:25:00.000-04:00,AIRBUS A321,321,PT1H50M
2035,2025-05-18,20250518+DL+2035,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T18:15:00.000-04:00,2025-05-18T18:41:00.000-04:00,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T19:48:00.000-04:00,2025-05-18T20:16:00.000-04:00,2025-05-18T20:16:00.000-04:00,BOEING 757 PASSENGER,757,PT1H33M
2035,2025-05-18,20250518+DL+2035,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T20:55:00.000-04:00,2025-05-18T20:55:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T22:39:00.000-04:00,2025-05-18T22:39:00.000-04:00,2025-05-18T22:39:00.000-04:00,BOEING 757 PASSENGER,757,PT1H44M
710,2025-05-18,20250518+BF+0710,BF,FRENCH BEE,ARRIVED,ORY,PPT,ARRIVED,ORY,ORLY AIRPORT,PARIS,FRANCE,48.7289,2.3572,2025-05-18T18:30:00.000+02:00,2025-05-18T18:47:00.000+02:00,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T21:05:00.000-07:00,2025-05-18T21:23:00.000-07:00,2025-05-18T21:23:00.000-07:00,AIRBUS A350-900,359,PT11H35M
710,2025-05-18,20250518+BF+0710,BF,FRENCH BEE,ARRIVED,ORY,PPT,ARRIVED,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T22:05:00.000-07:00,2025-05-18T22:05:00.000-07:00,PPT,FAAA INTERNATIONAL AIRPORT,TAHITI,FRENCH POLYNESIA,-17.5472,-149.6139,2025-05-19T05:30:00.000-10:00,2025-05-19T05:30:00.000-10:00,2025-05-19T05:30:00.000-10:00,AIRBUS A350-900,359,PT10H25M
2039,2025-05-18,20250518+DL+2039,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,GSO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,GREENSBORO/HIGH POINT,UNITED STATES,36.0919,-79.9428,2025-05-18T14:40:00.000-04:00,2025-05-18T14:40:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T16:06:00.000-04:00,2025-05-18T16:06:00.000-04:00,2025-05-18T16:06:00.000-04:00,BOEING 737-900 PASSENGER,739,PT1H26M
2039,2025-05-18,20250518+DL+2039,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T12:40:00.000-04:00,2025-05-18T12:40:00.000-04:00,ORD,O HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,41.9781,-87.9061,2025-05-18T13:02:00.000-05:00,2025-05-18T13:02:00.000-05:00,2025-05-18T13:02:00.000-05:00,BOEING 717-200,717,PT1H22M
2039,2025-05-18,20250518+DL+2039,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,ORD,O HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,41.9781,-87.9061,2025-05-18T13:59:00.000-05:00,2025-05-18T13:59:00.000-05:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T16:22:00.000-04:00,2025-05-18T16:22:00.000-04:00,2025-05-18T16:22:00.000-04:00,BOEING 717-200,717,PT1H23M
2039,2025-05-18,20250518+DL+2039,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T12:33:00.000-04:00,2025-05-18T12:33:00.000-04:00,GSO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,GREENSBORO/HIGH POINT,UNITED STATES,36.0919,-79.9428,2025-05-18T13:52:00.000-04:00,2025-05-18T13:52:00.000-04:00,2025-05-18T13:52:00.000-04:00,BOEING 737-900 PASSENGER,739,PT1H19M
2039,2025-05-18,20250518+DL+2039,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:55:00.000-04:00,2025-05-18T17:55:00.000-04:00,MEM,MEMPHIS INTERNATIONAL AIRPORT,MEMPHIS,UNITED STATES,35.0497,-89.9789,2025-05-18T18:22:00.000-05:00,2025-05-18T18:22:00.000-05:00,2025-05-18T18:22:00.000-05:00,BOEING 737-900 PASSENGER,739,PT1H27M
2039,2025-05-18,20250518+DL+2039,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,MEM,MEMPHIS INTERNATIONAL AIRPORT,MEMPHIS,UNITED STATES,35.0497,-89.9789,2025-05-18T19:20:00.000-05:00,2025-05-18T19:20:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T21:46:00.000-04:00,2025-05-18T21:46:00.000-04:00,2025-05-18T21:46:00.000-04:00,BOEING 737-900 PASSENGER,739,PT1H26M
28,2025-05-18,20250518+AF+0028,AF,AIR FRANCE,ARRIVED,CDG,PPT,ARRIVED,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,49.0097,2.5486,2025-05-18T19:30:00.000+02:00,2025-05-18T19:29:00.000+02:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T21:55:00.000-07:00,2025-05-18T22:05:00.000-07:00,2025-05-18T22:05:00.000-07:00,AIRBUS A350-900,359,PT11H25M
28,2025-05-18,20250518+AF+0028,AF,AIR FRANCE,ARRIVED,CDG,PPT,ARRIVED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-19T00:10:00.000-07:00,2025-05-19T00:21:00.000-07:00,PPT,FAAA INTERNATIONAL AIRPORT,TAHITI,FRENCH POLYNESIA,-17.5472,-149.6139,2025-05-19T05:30:00.000-10:00,2025-05-19T05:30:00.000-10:00,2025-05-19T05:30:00.000-10:00,AIRBUS A350-900,359,PT8H20M
27,2025-05-18,20250518+AF+0027,AF,AIR FRANCE,ARRIVED,PPT,CDG,ARRIVED,PPT,FAAA INTERNATIONAL AIRPORT,TAHITI,FRENCH POLYNESIA,-17.5472,-149.6139,2025-05-18T07:40:00.000-10:00,2025-05-18T07:35:00.000-10:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T18:45:00.000-07:00,2025-05-18T18:48:00.000-07:00,2025-05-18T18:48:00.000-07:00,AIRBUS A350-900,359,PT8H5M
27,2025-05-18,20250518+AF+0027,AF,AIR FRANCE,ARRIVED,PPT,CDG,ARRIVED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T21:00:00.000-07:00,2025-05-18T21:05:00.000-07:00,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,49.0097,2.5486,2025-05-19T16:45:00.000+02:00,2025-05-19T16:59:00.000+02:00,2025-05-19T16:59:00.000+02:00,AIRBUS A350-900,359,PT10H45M
1460,2025-05-18,20250518+DL+1460,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T13:45:00.000-07:00,2025-05-18T13:45:00.000-07:00,DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,39.8547,-104.7181,2025-05-18T17:30:00.000-06:00,2025-05-18T17:30:00.000-06:00,2025-05-18T17:30:00.000-06:00,AIRBUS A220-100 PASSENGER,221,PT2H45M
1460,2025-05-18,20250518+DL+1460,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,HSV,INTERNATIONAL-CARL T. JONES FIELD,HUNTSVILLE,UNITED STATES,34.6428,-86.7756,2025-05-18T14:40:00.000-05:00,2025-05-18T14:40:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T16:38:00.000-04:00,2025-05-18T16:38:00.000-04:00,2025-05-18T16:38:00.000-04:00,BOEING 717-200,717,PT58M
1460,2025-05-18,20250518+DL+1460,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T14:00:00.000-04:00,2025-05-18T14:00:00.000-04:00,HSV,INTERNATIONAL-CARL T. JONES FIELD,HUNTSVILLE,UNITED STATES,34.6428,-86.7756,2025-05-18T13:52:00.000-05:00,2025-05-18T13:52:00.000-05:00,2025-05-18T13:52:00.000-05:00,BOEING 717-200,717,PT52M
1460,2025-05-18,20250518+DL+1460,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,39.8547,-104.7181,2025-05-18T18:30:00.000-06:00,2025-05-18T18:30:00.000-06:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T20:34:00.000-07:00,2025-05-18T20:34:00.000-07:00,2025-05-18T20:34:00.000-07:00,AIRBUS A220-100 PASSENGER,221,PT3H4M
1460,2025-05-18,20250518+DL+1460,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T18:00:00.000-04:00,2025-05-18T18:00:00.000-04:00,AVL,ASHEVILLE REGIONAL AIRPORT,ASHEVILLE/HENDERSONV.,UNITED STATES,35.435,-82.5411,2025-05-18T19:00:00.000-04:00,2025-05-18T19:00:00.000-04:00,2025-05-18T19:00:00.000-04:00,BOEING 717-200,717,PT1H
1460,2025-05-18,20250518+DL+1460,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,AVL,ASHEVILLE REGIONAL AIRPORT,ASHEVILLE/HENDERSONV.,UNITED STATES,35.435,-82.5411,2025-05-18T19:43:00.000-04:00,2025-05-18T19:43:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T20:43:00.000-04:00,2025-05-18T20:43:00.000-04:00,2025-05-18T20:43:00.000-04:00,BOEING 717-200,717,PT1H
867,2025-05-18,20250518+DL+0867,DL,DELTA AIR LINES INC.,ARRIVED,LAX,LAX,ARRIVED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T11:15:00.000-07:00,2025-05-18T11:13:00.000-07:00,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T19:10:00.000-04:00,2025-05-18T18:59:00.000-04:00,2025-05-18T18:59:00.000-04:00,AIRBUS A321NEO,32Q,PT4H55M
867,2025-05-18,20250518+DL+0867,DL,DELTA AIR LINES INC.,ARRIVED,LAX,LAX,ARRIVED,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T20:20:00.000-04:00,2025-05-18T20:20:00.000-04:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T22:49:00.000-07:00,2025-05-18T22:36:00.000-07:00,2025-05-18T22:36:00.000-07:00,AIRBUS A321NEO,32Q,PT5H29M
807,2025-05-18,20250518+KL+0807,KL,KLM ROYAL DUTCH AIRLINES,CANCELLED,AMS,MNL,CANCELLED,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,52.3083,4.7681,2025-05-18T20:20:00.000+02:00,2025-05-18T20:20:00.000+02:00,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,CHINESE TAIPEI,25.0711,121.5436,2025-05-19T15:00:00.000+08:00,2025-05-19T15:00:00.000+08:00,2025-05-19T15:00:00.000+08:00,BOEING 777-200/200 ER,772,PT12H40M
807,2025-05-18,20250518+KL+0807,KL,KLM ROYAL DUTCH AIRLINES,CANCELLED,AMS,MNL,CANCELLED,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,CHINESE TAIPEI,25.0711,121.5436,2025-05-19T16:20:00.000+08:00,2025-05-19T16:20:00.000+08:00,MNL,NINOY AQUINO INTERNATIONAL AIRPORT,MANILA,PHILIPPINES,14.51,121.0183,2025-05-19T18:45:00.000+08:00,2025-05-19T18:45:00.000+08:00,2025-05-19T18:45:00.000+08:00,BOEING 777-200/200 ER,772,PT2H25M
2410,2025-05-18,20250518+DL+2410,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,CAE,COLUMBIA METROPOLITAN AIRPORT,COLUMBIA,UNITED STATES,33.9364,-81.1158,2025-05-18T14:22:00.000-04:00,2025-05-18T14:22:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T15:30:00.000-04:00,2025-05-18T15:30:00.000-04:00,2025-05-18T15:30:00.000-04:00,BOEING 717-200,717,PT1H8M
2410,2025-05-18,20250518+DL+2410,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T13:59:00.000-06:00,2025-05-18T13:59:00.000-06:00,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T18:18:00.000-05:00,2025-05-18T18:18:00.000-05:00,2025-05-18T18:18:00.000-05:00,BOEING 737-900 PASSENGER,739,PT3H19M
2410,2025-05-18,20250518+DL+2410,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T19:35:00.000-05:00,2025-05-18T19:35:00.000-05:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T22:09:00.000-06:00,2025-05-18T22:09:00.000-06:00,2025-05-18T22:09:00.000-06:00,BOEING 737-900 PASSENGER,739,PT3H34M
701,2025-05-18,20250518+KL+0701,KL,KLM ROYAL DUTCH AIRLINES,ARRIVED,AMS,SCL,ARRIVED,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,52.3083,4.7681,2025-05-18T20:50:00.000+02:00,2025-05-18T21:10:00.000+02:00,EZE,MINISTRO PISTARINI AIRPORT,BUENOS AIRES,ARGENTINA,-34.82,-58.5339,2025-05-19T05:30:00.000-03:00,2025-05-19T05:33:00.000-03:00,2025-05-19T05:33:00.000-03:00,BOEING 787-9,789,PT13H40M
701,2025-05-18,20250518+KL+0701,KL,KLM ROYAL DUTCH AIRLINES,ARRIVED,AMS,SCL,ARRIVED,EZE,MINISTRO PISTARINI AIRPORT,BUENOS AIRES,ARGENTINA,-34.82,-58.5339,2025-05-19T07:10:00.000-03:00,2025-05-19T07:09:00.000-03:00,SCL,ARTURO MERINO BENITEZ AIRPORT,SANTIAGO,CHILE,-33.3833,-70.7833,2025-05-19T08:25:00.000-04:00,2025-05-19T08:17:00.000-04:00,2025-05-19T08:17:00.000-04:00,BOEING 787-9,789,PT2H15M
835,2025-05-18,20250518+KL+0835,KL,KLM ROYAL DUTCH AIRLINES,ARRIVED,AMS,DPS,ARRIVED,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,52.3083,4.7681,2025-05-18T20:50:00.000+02:00,2025-05-18T21:07:00.000+02:00,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,1.3581,103.9106,2025-05-19T15:30:00.000+08:00,2025-05-19T15:46:00.000+08:00,2025-05-19T15:46:00.000+08:00,BOEING 777-300ER,77W,PT12H40M
835,2025-05-18,20250518+KL+0835,KL,KLM ROYAL DUTCH AIRLINES,ARRIVED,AMS,DPS,ARRIVED,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,1.3581,103.9106,2025-05-19T16:50:00.000+08:00,2025-05-19T16:59:00.000+08:00,DPS,NGURAH RAI AIRPORT,DENPASAR-BALI,INDONESIA,-8.7486,115.165,2025-05-19T19:25:00.000+08:00,2025-05-19T19:30:00.000+08:00,2025-05-19T19:30:00.000+08:00,BOEING 777-300ER,77W,PT2H35M
774,2025-05-18,20250518+SS+0774,SS,CORSAIR T/A CORSAIR INTERNATIONAL,ARRIVED,ORY,TNR,ARRIVED,ORY,ORLY AIRPORT,PARIS,FRANCE,48.7289,2.3572,2025-05-18T21:00:00.000+02:00,2025-05-18T21:06:00.000+02:00,RUN,ROLAND GARROS AIRPORT,SAINT DENIS DE LA REUNION,REUNION,-20.8772,55.5214,2025-05-19T10:00:00.000+04:00,2025-05-19T10:09:00.000+04:00,2025-05-19T10:09:00.000+04:00,AIRBUS A330-900 NEO,339,PT11H
774,2025-05-18,20250518+SS+0774,SS,CORSAIR T/A CORSAIR INTERNATIONAL,ARRIVED,ORY,TNR,ARRIVED,RUN,ROLAND GARROS AIRPORT,SAINT DENIS DE LA REUNION,REUNION,-20.8772,55.5214,2025-05-19T11:00:00.000+04:00,2025-05-19T11:00:00.000+04:00,TNR,IVATO INTERNATIONAL AIRPORT,ANTANANARIVO,MADAGASCAR,-18.8,47.4833,2025-05-19T10:30:00.000+03:00,2025-05-19T10:30:00.000+03:00,2025-05-19T10:30:00.000+03:00,AIRBUS A330-900 NEO,339,PT30M
2896,2025-05-18,20250518+DL+2896,DL,DELTA AIR LINES INC.,ON_TIME,BOS,DTW,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:09:00.000-04:00,2025-05-18T17:09:00.000-04:00,TPA,TAMPA INTERNATIONAL AIRPORT,TAMPA,UNITED STATES,27.9731,-82.5353,2025-05-18T18:41:00.000-04:00,2025-05-18T18:41:00.000-04:00,2025-05-18T18:41:00.000-04:00,BOEING 757 PASSENGER,757,PT1H32M
2896,2025-05-18,20250518+DL+2896,DL,DELTA AIR LINES INC.,ON_TIME,BOS,DTW,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T14:10:00.000-05:00,2025-05-18T14:10:00.000-05:00,BDL,BRADLEY INTERNATIONAL AIRPORT,HARTFORD,UNITED STATES,41.9386,-72.6833,2025-05-18T17:44:00.000-04:00,2025-05-18T17:44:00.000-04:00,2025-05-18T17:44:00.000-04:00,AIRBUS A320,320,PT2H34M
2896,2025-05-18,20250518+DL+2896,DL,DELTA AIR LINES INC.,ON_TIME,BOS,DTW,CANCELLED,TPA,TAMPA INTERNATIONAL AIRPORT,TAMPA,UNITED STATES,27.9731,-82.5353,2025-05-18T19:50:00.000-04:00,2025-05-18T19:50:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T21:36:00.000-04:00,2025-05-18T21:36:00.000-04:00,2025-05-18T21:36:00.000-04:00,BOEING 757 PASSENGER,757,PT1H46M
